SchoolID,School.Name,Region,Division,Modified.COC,TrackOffering,TrackOffering.Intended,Typology,SHS.Enrolment,ClassesOrganized,TeacherRequirement,JHSTeachers,SHSTeachers,English,Filipino,Science,Mathematics,Araling.Panlipunan,Agriculture,Biological.Sciences,NA,ECE,ESP,General.Ed,MAPEH,Physical.Sciences,SPED,TLE,SHS.Packages
302625,ESCALANTE NATIONAL HIGH SCHOOL,REGION VI,ESCALANTE CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1091,29,44,87,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty/ Nail Care (NC II), Electronic Products Assembly and Servicing (NC II), Hairdressing (NC II), Housekeeping (NC II), Technical Drafting (NC II), Wellness Massage (NC II)"
302629,EVA J. MONTILLA FARM SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,376,11,17,38,13,1,1,1,5,0,0,0,0,0,1,0,0,0,0,2,"Agricultural Crops Production (NC I), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Organic Agriculture (NC II)"
302630,FLORENTINA F. CAÃ±A RECTO NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,371,12,18,35,16,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,Computer Systems Servicing (NC II)
302631,FLORENTINA F. CAÑA RECTO NHS - CALILING EXT.,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Academic,Medium,#N/A,NA,NA,#N/A,#N/A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,Computer Systems Servicing (NC II)
302641,GUILJUNGAN NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,848,23,35,77,35,5,2,4,2,3,0,0,0,0,0,0,1,0,0,6,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302642,GUILJUNGAN NHS - ABACA EXT.,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Small,#N/A,NA,NA,#N/A,#N/A,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,Agricultural Crops Production (NC II)
302644,TALACDAN NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,#N/A,NA,NA,#N/A,#N/A,1,2,2,2,0,1,0,0,0,0,0,1,0,0,0,NA
302646,GUINPANA-AN NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,975,27,41,92,28,5,3,1,5,1,0,0,0,0,0,0,0,0,0,3,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302647,GUINPANA-AN NATIONAL HIGH SCHOOL - MAMBALLO EXTENSION,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,#N/A,NA,NA,#N/A,#N/A,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302648,GUINPANA-AN NHS - ODIONG EXT.,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,#N/A,NA,NA,#N/A,#N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,Electronic Products Assembly and Servicing (NC II)
302649,HIMAMAYLAN NHS,REGION VI,HIMAMAYLAN CITY,JHS with SHS,All Tracks,Acad and TechPro,Very Large,1927,51,77,115,74,9,3,4,9,10,0,0,0,0,3,0,6,2,0,6,Shielded Metal Arc Welding (NC I and NC II)
302651,HINIGARAN NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,All Tracks,Acad and TechPro,Very Large,2272,61,92,138,70,9,7,11,10,8,0,5,0,0,3,0,5,1,0,2,"Animation (NC II), Attractions and Theme Parks (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Contact Center Services (NC II), Cookery (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Hairdressing (NC II), Housekeeping (NC II), Local Guiding Services (NC II), Wellness Massage (NC II)"
302652,INOCENCIO V. FERRER MEMORIAL SCHOOL OF FISHERIES,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,463,14,21,38,24,2,1,3,5,0,0,0,1,0,0,1,0,0,0,5,"Computer Systems Servicing (NC II), Electronic Products Assembly and Servicing (NC II), Food (Fish) Processing (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302653,ISABELA NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1934,50,75,175,68,9,8,7,9,10,0,3,0,0,0,0,4,0,0,6,"Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302654,LIBAS NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,#N/A,NA,NA,#N/A,#N/A,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,"Agricultural Crops Production (NC I), Organic Agriculture (NC II)"
302655,ISABELA NATIONAL HIGH SCHOOL-SIKATUNA EXTENSION,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Academic,Academic,Very Large,#N/A,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302656,LA CASTELLANA NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1855,48,72,152,68,1,0,2,2,1,1,0,0,0,0,0,0,0,0,7,"Animation (NC II), Artificial Insemination- Swine (NC II), Automotive Servicing (NC I), Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Organic Agriculture (NC II), Shielded Metal Arc Welding (NC I and NC II), Technical Drafting (NC II)"
302657,MANGHANOY FARM SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Academic,Acad and TechPro,Medium,135,4,6,18,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,NA
302659,LOPEZ JAENA NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1210,32,48,102,35,8,3,0,10,5,0,2,0,0,1,0,4,2,0,2,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302660,MABINI NATIONAL HIGH SCHOOL,REGION VI,ESCALANTE CITY,JHS with SHS,Acad and TechVoc,Academic,Large,538,15,23,35,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302661,JUAN GEQUILLANA NHS (MANALAD NHS),REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,88,4,6,13,5,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,Agricultural Crops Production (NC II)
302662,MANAPLA NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1124,30,45,127,37,6,2,2,4,3,0,2,0,0,0,0,2,0,0,7,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302668,NEGROS OCC. NAISHI,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,TechVoc,Acad and TechPro,Large,461,13,20,37,16,1,0,1,1,1,0,3,0,0,0,0,1,0,0,6,"Artificial Insemination- Swine (NC II), Automotive Servicing (NC I), Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Organic Agriculture (NC II)"
302669,NEGROS OCCIDENTAL HS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Extremely Large,2926,75,113,265,116,23,8,10,13,16,0,8,2,0,1,0,8,0,0,11,"Animation (NC II), Automotive Servicing (NC I), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302670,MURCIA NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1149,31,47,93,36,7,4,4,7,7,0,0,0,0,1,0,2,0,0,3,"Automotive Servicing (NC I), Front Office Services (NC II), Housekeeping (NC II), Local Guiding Services (NC II)"
302673,PAHILANGA  NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,220,7,11,20,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"Agricultural Crops Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Housekeeping (NC II)"
302674,ESTEBAN JALANDONI FARM SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,317,10,15,32,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Agricultural Crops Production (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302675,PAYAO NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,709,20,30,55,22,9,4,0,3,3,0,1,0,0,0,0,1,1,0,0,Computer Systems Servicing (NC II)
302676,PAYAO NHS - NAMULO EXT.,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Academic,Acad and TechPro,Small,#N/A,NA,NA,#N/A,#N/A,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
302677,PONTEVEDRA NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,808,22,33,67,24,5,3,1,2,2,0,1,0,0,0,0,0,0,0,2,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II)"
302678,RAFAEL B. LACSON NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,All Tracks,Acad and TechPro,Very Large,1352,38,57,103,49,8,4,4,9,3,0,4,0,0,2,0,6,0,0,7,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Hairdressing (NC II), Housekeeping (NC II), Wellness Massage (NC II)"
302679,RAYMUNDO TONGSON NHS,REGION VI,HIMAMAYLAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,133,6,9,15,9,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,Computer Systems Servicing (NC II)
302683,SAN ENRIQUE NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,395,12,18,40,14,4,2,1,4,3,0,0,0,0,0,0,0,0,0,2,"Automotive Servicing (NC II), Dressmaking (NC II), Gas Metal Arc Welding- GMAW (NC II), Shielded Metal Arc Welding (NC I and NC II), Tailoring (NC II)"
302684,ANDRES GUMBAN MEMORIAL NATIONAL HIGH SCHOOL,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,221,7,11,27,11,1,1,0,1,4,1,0,0,0,0,0,0,1,0,1,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302685,SAN ISIDRO NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,146,4,6,22,8,1,1,2,2,0,0,0,0,0,1,0,0,0,0,2,Artificial Insemination- Swine (NC II)
302688,TABU NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,444,13,20,47,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Agricultural Crops Production (NC I), Agricultural Crops Production (NC II), Computer Systems Servicing (NC II)"
302689,TABU NHS - CANLAMAY EXTENSION,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,TechVoc,Acad and TechPro,Very Small,59,2,3,7,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA
302690,TANZA NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,102,5,8,15,5,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,NA
302692,TINONGAN NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,227,7,11,25,8,2,2,2,1,0,0,0,0,0,0,0,0,1,0,1,"Beauty/ Nail Care (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
302693,TOBOSO NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,752,21,32,62,25,4,3,0,4,0,0,0,0,0,0,0,2,2,0,4,"Computer Systems Servicing (NC II), Electrical Installation and Maintenance (NC II)"
302694,VALLADOLID NHS,REGION VI,NEGROS OCCIDENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,437,13,20,53,15,3,1,0,3,0,0,0,0,0,0,0,2,0,0,3,"Artificial Insemination- Swine (NC II), Front Office Services (NC II), Housekeeping (NC II), Local Guiding Services (NC II), Tourism Promotion Services (NC II)"
302695,VICTORIAS NATIONAL HIGH SCHOOL,REGION VI,VICTORIAS CITY,JHS with SHS,"Acad, TechVoc and Sports",Acad and TechPro,Very Large,2762,72,108,222,74,15,4,3,14,2,0,4,0,0,3,2,6,2,0,17,"Artificial Insemination- Swine (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302711,LUISA MEDEL NATIONAL HIGH SCHOOL,REGION VI,BACOLOD CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,704,19,29,77,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
302712,HANDUMANAN NATIONAL HIGH SCHOOL,REGION VI,BACOLOD CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2033,53,80,150,61,9,3,1,6,9,0,2,0,0,0,1,0,1,0,3,"Computer Systems Servicing (NC II), Contact Center Services (NC II), Electrical Installation and Maintenance (NC II)"
302716,SUM-AG NATIONAL HIGH SCHOOL,REGION VI,BACOLOD CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1538,41,62,157,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Agricultural Crops Production (NC II), Automotive Servicing (NC I), Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II)"
302723,RAMON TORRES SAGASA NATIONAL HIGH SCHOOL,REGION VI,BAGO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,180,7,11,25,9,3,1,0,2,1,0,0,0,0,0,0,0,0,0,3,NA
302730,DR. VICENTE F. GUSTILO MEMORIAL NHS,REGION VI,CADIZ CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2799,73,110,190,92,16,9,9,16,18,0,0,0,0,2,0,8,2,0,4,"Beauty/ Nail Care (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302731,MABINI FARM SCHOOL,REGION VI,CADIZ CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,309,10,15,38,16,0,1,0,1,3,0,1,0,0,0,0,2,0,0,4,NA
302744,JARO NATIONAL HIGH SCHOOL,REGION VI,ILOILO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1340,35,53,128,45,11,6,11,3,10,0,1,0,0,0,1,3,2,0,3,"Bread and Pastry Production (NC II), Food and Beverage Services (NC II), Local Guiding Services (NC II), Tourism Promotion Services (NC II)"
302751,DOÑA HORTENCIA SALAS BENEDICTO NHS,REGION VI,LA CARLOTA CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,2693,69,104,157,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animation (NC II), Bread and Pastry Production (NC II), Food and Beverage Services (NC II), Housekeeping (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302756,BALIJUAGAN NHS,REGION VI,ROXAS CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,109,4,6,13,7,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,Cookery (NC II)
302757,CONG. RAMON A. ARNALDO HS,REGION VI,ROXAS CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,716,21,32,50,22,3,2,2,3,0,0,1,0,0,2,0,1,0,0,7,"Bread and Pastry Production (NC II), Cookery (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Tailoring (NC II)"
302758,CULASI NHS,REGION VI,ROXAS CITY,JHS with SHS,Academic,Academic,Medium,124,4,6,22,6,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,NA
302759,DUMOLOG NHS,REGION VI,ROXAS CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,122,4,6,13,9,3,1,1,1,1,1,0,0,0,0,0,0,1,0,2,"Bread and Pastry Production (NC II), Cookery (NC II), Food (Fish) Processing (NC II), Food and Beverage Services (NC II)"
302760,MILIBILI NHS,REGION VI,ROXAS CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,98,4,6,15,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Housekeeping (NC II), Wellness Massage (NC II)"
302761,TANQUE NHS,REGION VI,ROXAS CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,458,13,20,33,12,2,3,4,2,2,0,0,0,0,0,0,4,0,0,3,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
302775,JULIO LEDESMA NATIONAL HIGH SCHOOL,REGION VI,SAN CARLOS CITY,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Very Large,1999,52,78,127,67,28,3,5,11,4,0,10,0,0,2,0,6,2,0,11,NA
302781,BARANGAY EUSTAQUIO LOPEZ NATIONAL HIGH SCHOOL,REGION VI,SILAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,594,17,26,65,20,4,3,0,3,3,0,2,0,0,0,0,2,1,0,5,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II)"
302785,BANTAYAN NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,449,14,21,37,18,3,2,0,2,3,0,1,0,0,0,0,1,0,0,4,NA
302786,BINICUIL NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,297,9,14,30,15,5,1,2,2,1,0,2,0,0,1,0,0,0,0,2,NA
302789,KABANKALAN NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,995,27,41,68,28,8,6,1,7,0,0,2,0,0,0,0,3,0,0,2,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
302798,PINAGUINPINAN NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,101,5,8,15,8,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,Shielded Metal Arc Welding (NC I and NC II)
302800,TAMPALON NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,324,10,15,38,14,3,1,0,3,2,0,2,0,0,0,0,1,0,0,4,NA
302801,TAPI NATIONAL HIGH SCHOOL,REGION VI,KABANKALAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,586,17,26,42,17,5,2,1,5,4,0,2,0,0,1,0,2,2,0,3,NA
302808,AGUINING NATIONAL HIGH SCHOOL,REGION VII,BOHOL,JHS with SHS,TechVoc,Acad and TechPro,Small,172,5,8,13,4,7,5,2,4,4,0,6,0,0,2,0,2,2,0,14,"Artificial Insemination- Swine (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
302809,ALICIA TECHNICAL VOCATIONAL HS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,636,18,27,45,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,"Agricultural Crops Production (NC I), Animation (NC II), Artificial Insemination- Swine (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food (Fish) Processing (NC II), Food and Beverage Services (NC II), Illustration (NC II)"
302815,BATUAN NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,502,14,21,27,18,4,3,1,5,4,1,1,0,0,0,0,0,0,0,1,"Artificial Insemination- Swine (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
302817,BIKING TECH-VOC HS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,314,10,15,35,14,1,1,0,2,0,0,1,0,0,0,0,1,0,0,3,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Local Guiding Services (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302818,BILAR NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,398,12,18,32,17,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Local Guiding Services (NC II)"
302830,CANGAWA NHS,REGION VII,BOHOL,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,804,22,33,50,26,8,0,2,7,5,0,2,0,0,4,0,3,1,0,11,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Shielded Metal Arc Welding (NC I and NC II), Wellness Massage (NC II)"
302834,CATUNGAWAN NATIONAL HIGH SCHOOL,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,158,5,8,18,9,0,4,0,4,1,0,0,0,0,5,0,2,0,0,0,"Artificial Insemination- Swine (NC II), Computer Systems Servicing (NC II)"
302836,CLARIN NATIONAL SCHOOL OF FISHERIES,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,305,8,12,28,10,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,Computer Systems Servicing (NC II)
302846,DR. CECILIO PUTONG NHS (BOHOL NHS),REGION VII,TAGBILARAN CITY,JHS with SHS,All Tracks,Acad and TechPro,Very Large,1668,45,68,158,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302867,HINAWANAN NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,181,6,9,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
302868,LILA NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,419,13,20,28,10,2,1,1,3,2,0,0,0,0,1,0,0,0,0,4,"Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II)"
302871,LOON SOUTH NATIONAL HS,REGION VII,BOHOL,JHS with SHS,Academic,Acad and TechPro,Medium,178,5,8,20,6,3,0,0,1,5,0,0,0,0,0,0,0,0,0,3,NA
302872,LOURDES NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1250,33,50,87,25,0,0,0,2,4,0,0,0,0,0,0,0,0,0,15,"Attractions and Theme Parks (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Housekeeping (NC II), Tourism Promotion Services (NC II)"
302875,MANSASA NATIONAL HIGH SCHOOL,REGION VII,TAGBILARAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,332,11,17,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302881,PAGNITOAN NATIONAL HIGH SCHOOL,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,226,7,11,20,9,2,1,2,2,0,0,0,0,0,0,0,0,0,0,9,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Tailoring (NC II)"
302883,CALAPE NATIONAL HIGH SCHOOL,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,505,14,21,45,18,8,2,2,3,3,0,1,0,0,1,0,1,1,0,5,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Housekeeping (NC II)"
302884,PILAR TECHNICAL-VOCATIONAL HS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,775,21,32,50,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II), Tailoring (NC II)"
302887,SAN AGUSTIN NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,526,15,23,47,15,4,1,2,4,6,0,0,1,0,0,0,0,1,0,4,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II)"
